permit_number,permit_type,street_number,street_name,street_suffix,description,current_status,filed_date,issued_date,completed_date,permit_expiration_date,estimated_cost,revised_cost,existing_use,proposed_use,proposed_construction_type_description,neighborhoods_boundaries,zipcode,record_id,city,state,changed_use,estimated_revised_diff,issued_year,issued_month,completed_year,completed_month,issued_completed_days,issued_completed_years,filed_issued_days,issued_expiration_days
200312081771,additions alterations or repairs,58,Collingwood,St,raise (e)  structure. remodel (e) home & add 2 floors below with 2 car garage & one unit on floors 1,complete,2003-12-08,2004-10-08,2005-09-30,2006-10-08,550000,550000,1 family dwelling,apartments,wood_frame_5,Castro/Upper Market,94114,964748140734,San Francisco,CA,TRUE,0,2004,Oct,2005,Sep,357,1,305,730
200411169328,additions alterations or repairs,1783,32nd,Av,"horizontal & vertical addition to (e) single family residence & commercial space to convert bldg into a 3 unit residential bldg consists of each unit to have living room, dining room, kitchen, 2 bedrooms, study room and 2 bathrooms. 3 parking spaces are located in the basement.",complete,2004-11-16,2007-04-19,2009-04-23,2009-04-19,550000,819000,1 family dwelling,apartments,wood_frame_5,Sunset/Parkside,94122,999040122025,San Francisco,CA,TRUE,269000,2007,Apr,2009,Apr,735,2,884,731
201311262913,additions alterations or repairs,300,Ivy,St,"tenant improvement to create a new 2972 sf restaurant within an existing building. occupancy class to be changed from m to a-2. restaurant will include dining areas kitchen, bar, and restroom. no additions or alterations to exterior of existing building. sprinkler, life safety on separate permit",complete,2013-11-26,2014-03-20,2014-07-07,2017-03-04,531760,531760,retail sales,food/beverage hndlng,constr_type_1,Hayes Valley,94102,1325469474359,San Francisco,CA,TRUE,0,2014,Mar,2014,Jul,109,0,114,1080
201706129005,additions alterations or repairs,1,Market,St,demolition of existing interior walls & ceiling. remove plumbing & electrical fixtures 1st floor new dental office.,complete,2017-06-12,2017-06-26,2018-07-02,2020-06-10,524000,524000,office,clinics-medic/dental,constr_type_1,Financial District/South Beach,94105,1466453164604,San Francisco,CA,TRUE,0,2017,Jun,2018,Jul,371,1,14,1080
201805249985,additions alterations or repairs,100,Church,St,"tenant improvement of existing ground level space to include non-structural partitions, doors, fixtures, finishes, electrical, mechanical, plumbing. change of use from mercantile to gymnasium yoga exercise use.reference to conditional use #2017-014466cua",complete,2018-05-24,2018-09-11,2019-01-04,2021-08-26,520000,520000,retail sales,health studios & gym,constr_type_3,Castro/Upper Market,94114,1509300466204,San Francisco,CA,TRUE,0,2018,Sep,2019,Jan,115,1,110,1080
201106087639,otc alterations permit,555,9th,St,"#83 new 4715 sf tenant improvement of existing gr floor retail space ina 2 story building for branch bank. work includes new interior atm. non structural partitions, ceilings, soffits, finishes, furniture, related hvac, elec, plumbing.",complete,2011-06-08,2011-11-01,2012-09-12,2014-10-16,513935,513935,retail sales,lending institution,constr_type_2,South of Market,94103,1240271167586,San Francisco,CA,TRUE,0,2011,Nov,2012,Sep,316,1,146,1080
201504304994,otc alterations permit,2,New Montgomery,St,"ti and change of use for new wine store on gr floor and basement. work includes new partitions, fixtures, millwork. no change to exterior. mep and fire protection under separate permit maher not req",complete,2015-04-30,2015-10-15,2016-03-22,2018-09-29,512000,512000,food/beverage hndlng,retail sales,constr_type_1,Financial District/South Beach,94105,1379857164500,San Francisco,CA,TRUE,0,2015,Oct,2016,Mar,159,1,168,1080
201504012491,additions alterations or repairs,1330,Hampshire,St,"side horizontal & 2 story vertical addition to transform (e) single family residence to 2 family residence. renovate (e) unit to expand down for master suite area. facade renovation, new shared entry space & new parking space.",complete,2015-04-01,2015-12-22,2017-07-18,2018-12-06,510000,672000,1 family dwelling,2 family dwelling,wood_frame_5,Mission,94110,1376450173060,San Francisco,CA,TRUE,162000,2015,Dec,2017,Jul,574,2,265,1080
201111098610,otc alterations permit,2429,California,St,"interior tenant improvement. change of use from laundromat to bank. non structural partitions, finishes, breakroom, restrooms, interior atms, hvac, elec, plumb.",complete,2011-11-09,2011-12-12,2012-04-06,2014-11-26,506000,506000,retail sales,lending institution,wood_frame_5,Pacific Heights,94115,125499477910,San Francisco,CA,TRUE,0,2011,Dec,2012,Apr,116,1,33,1080
200503228144,additions alterations or repairs,2,Stockton,St,build out empty tenant basement & street level for new book store.space previously was a restaurant-,complete,2005-03-22,2005-06-09,2006-01-12,2007-06-09,500000,780000,food/beverage hndlng,retail sales,constr_type_3,Financial District/South Beach,94108,1010154348481,San Francisco,CA,TRUE,280000,2005,Jun,2006,Jan,217,1,79,730
200505172618,additions alterations or repairs,321,7th,Av,"interior remodel, 4th floor addition and back addition",complete,2005-05-17,2006-06-16,2007-08-31,2008-06-16,500000,625000,2 family dwelling,apartments,wood_frame_5,Inner Richmond,94118,101584899788,San Francisco,CA,TRUE,125000,2006,Jun,2007,Aug,441,1,395,731
200505172618,additions alterations or repairs,323,7th,Av,"interior remodel, 4th floor addition and back addition",complete,2005-05-17,2006-06-16,2007-08-31,2008-06-16,500000,625000,2 family dwelling,apartments,wood_frame_5,Inner Richmond,94118,1015851438657,San Francisco,CA,TRUE,125000,2006,Jun,2007,Aug,441,1,395,731
200508110111,additions alterations or repairs,433,Turk,St,"outpatient clinic for drug treatment & counseling.interior demolition,stairs,elevator,partitions,",complete,2005-08-11,2006-05-09,2007-04-04,2008-05-09,500000,800000,office,clinics-medic/dental,constr_type_3,Tenderloin,94102,1025300300896,San Francisco,CA,TRUE,300000,2006,May,2007,Apr,330,1,271,731
200602235320,additions alterations or repairs,2949,Sacramento,St,horizotal addition - expansion of (e) residence by means of a 12' rear yard projection (separate variance is filed). addition of 2 car garage & 2nd unit in basement. expansion of existing 2nd floor towards front & rear by 12' rear yard projection.,complete,2006-02-23,2007-08-21,2009-05-11,2009-08-21,500000,600000,1 family dwelling,2 family dwelling,wood_frame_5,Pacific Heights,94115,104481187475,San Francisco,CA,TRUE,100000,2007,Aug,2009,May,629,2,544,731
200612220429,additions alterations or repairs,747,Front,St,"tenant improvements to + - 7,000 sqft. including partitions, finishes, electrical, plumbing & hvac two toilet rooms, offices and storage space.",complete,2006-12-22,2007-04-24,2007-07-12,2009-04-24,500000,800000,office,health studios & gym,constr_type_2,Financial District/South Beach,94111,1078161373249,San Francisco,CA,TRUE,300000,2007,Apr,2007,Jul,79,0,123,731
200701242492,additions alterations or repairs,375,25th,Av,proposed horizontal & vertical addition to accommodate 2 additional units.,complete,2007-01-24,2007-12-19,2009-09-14,2009-12-19,500000,953165,1 family dwelling,apartments,wood_frame_5,Outer Richmond,94121,108106598451,San Francisco,CA,TRUE,453165,2007,Dec,2009,Sep,635,2,329,731
200703226942,additions alterations or repairs,349,25th,Av,"proposed horizontal and vertical additon to accomodate 2 additional units and 2 additional stories to existing 2 story, single family residence.",complete,2007-03-22,2008-04-15,2009-08-14,2010-04-15,500000,625000,1 family dwelling,apartments,wood_frame_5,Outer Richmond,94121,108722498446,San Francisco,CA,TRUE,125000,2008,Apr,2009,Aug,486,1,390,730
200706133819,additions alterations or repairs,355,11th,St,"selective exterior demo including removal of (e)siding.selective interior demo including removal of (e)non-historical mezz.heavy timber frame & concrete structural elements to remain.restoration and/or replace (e)historical windows,new exterior cladding, exit stairs, entrances,elevator, plumbing,ele",complete,2007-06-13,2007-09-07,2008-10-15,2010-03-07,500000,1200000,"warehouse, furniture",office,constr_type_3,South of Market,94103,1096810156696,San Francisco,CA,TRUE,700000,2007,Sep,2008,Oct,404,1,86,912
201107140249,additions alterations or repairs,436,Moraga,St,"demolish (e) rear addition to orginal structure. demolish partial third floor. remodel orginal structure, vertical and horizontal expansion. new stucco @ front & entry facade, cement board other elevations. adding 2 1/2 baths.",complete,2011-07-14,2012-01-11,2013-10-10,2014-12-26,500000,711500,1 family dwelling,2 family dwelling,wood_frame_5,Inner Sunset,94122,1243774121064,San Francisco,CA,TRUE,211500,2012,Jan,2013,Oct,638,1,181,1080
201109265463,additions alterations or repairs,550,Florida,St,"renov of(e)prod facility&accessy office.work to incl new ada entries,ada ramps,adapt(e)freight elev.to ada elevator,ada bathrms.constr an accessory show room for primary production use. int. partition work @ gr/fl&2/flr.plans to incl area for coffee kiosk on 18th st&voluntary seismic stren.",complete,2011-09-26,2012-01-27,2015-10-23,2015-01-11,500000,1500000,office,retail sales,constr_type_3,Mission,94110,1250695472904,San Francisco,CA,TRUE,1000000,2012,Jan,2015,Oct,1365,3,123,1080
201109265463,additions alterations or repairs,2900,18th,St,"renov of(e)prod facility&accessy office.work to incl new ada entries,ada ramps,adapt(e)freight elev.to ada elevator,ada bathrms.constr an accessory show room for primary production use. int. partition work @ gr/fl&2/flr.plans to incl area for coffee kiosk on 18th st&voluntary seismic stren.",complete,2011-09-26,2012-01-27,2015-10-23,2015-01-11,500000,1500000,office,retail sales,constr_type_3,Mission,94110,1250696168795,San Francisco,CA,TRUE,1000000,2012,Jan,2015,Oct,1365,3,123,1080
201404223783,additions alterations or repairs,17,Temple,St,"vertical & horizontal addition. remodel 2 story, 2 bedroom, 1 bath, single family residence to a 3 story duplex.",complete,2014-04-22,2016-10-12,2019-07-22,2019-09-27,500000,647500,1 family dwelling,2 family dwelling,wood_frame_5,Castro/Upper Market,94114,1339372140653,San Francisco,CA,TRUE,147500,2016,Oct,2019,Jul,1013,3,904,1080
201410159002,additions alterations or repairs,1560,Dolores,St,"horizontal & vertical addition to existing single family home, one addition unit @ third and four floor.",complete,2014-10-15,2016-03-08,2018-10-26,2019-02-21,500000,780000,1 family dwelling,2 family dwelling,wood_frame_5,Noe Valley,94131,1359048209332,San Francisco,CA,TRUE,280000,2016,Mar,2018,Oct,962,2,510,1080
201502107933,additions alterations or repairs,1110,York,St,add 2nd residential unit. 1-story vertical addition. 3-story addition to the south elevation. provide habitable space to the rear & the garage. provide 2nd parking space in garage.,complete,2015-02-10,2016-06-17,2018-04-06,2019-06-02,500000,690000,1 family dwelling,2 family dwelling,wood_frame_5,Mission,94110,1370601172011,San Francisco,CA,TRUE,190000,2016,Jun,2018,Apr,658,2,493,1080
201505196705,additions alterations or repairs,69,Maiden,Ln,"currently vacant bldg.stru&enclose upgrd to bldg core&shell including frt facade(separate planning case #2015-004086 pta).new struc fdns&bearing wall.(n)struc grd fl&roof deck.(n)mezze(n)rooftop skylte,sloped roof assy&membrane.(n)stairs.(n)elec&plumb rough-in for bathrm.(n)rooftop mech unit.",complete,2015-05-19,2016-06-09,2020-01-03,2019-05-25,500000,800000,food/beverage hndlng,retail sales,constr_type_3,Financial District/South Beach,94108,138214269307,San Francisco,CA,TRUE,300000,2016,Jun,2020,Jan,1303,4,387,1080
201506027757,additions alterations or repairs,463,32nd,Av,horizontal & 1 story vertical addition. raise building approx 3'. add 1 unit to (e) single family dwelling. original unit will have 3 beds & 3 bath. new unit will have 4 beds & 3 baths.,complete,2015-06-02,2017-04-04,2019-07-19,2020-03-19,500000,600000,1 family dwelling,2 family dwelling,wood_frame_5,Outer Richmond,94121,1383538100802,San Francisco,CA,TRUE,100000,2017,Apr,2019,Jul,836,2,672,1080
201603101699,additions alterations or repairs,531,33rd,Av,(n) ground floor dwelling unit. horizontal rearyard addition. vertical addition (4-story w/ roof deck). interior renovations.,complete,2016-03-10,2016-07-22,2019-07-26,2019-07-07,500000,800000,1 family dwelling,2 family dwelling,wood_frame_5,Outer Richmond,94121,1415517102238,San Francisco,CA,TRUE,300000,2016,Jul,2019,Jul,1099,3,134,1080
201704123817,otc alterations permit,1823,Union,St,"1st fl: new partitions, suspended ceiling, casework, finishes, restrooms, mech, plumbing, elec, lighting for tenant improvement on gr fl. per plan, no exterior work",complete,2017-04-12,2017-04-28,2018-06-14,2020-04-12,500000,560000,office,clinics-medic/dental,wood_frame_5,Marina,94123,1459352360285,San Francisco,CA,TRUE,60000,2017,Apr,2018,Jun,412,1,16,1080
201506027757,additions alterations or repairs,461,32nd,Av,horizontal & 1 story vertical addition. raise building approx 3'. add 1 unit to (e) single family dwelling. original unit will have 3 beds & 3 bath. new unit will have 4 beds & 3 baths.,complete,2015-06-02,2017-04-04,2019-07-19,2020-03-19,500000,600000,1 family dwelling,2 family dwelling,wood_frame_5,Outer Richmond,94121,1475201509280,San Francisco,CA,TRUE,100000,2017,Apr,2019,Jul,836,2,672,1080
201711305111,otc alterations permit,680,Folsom,St,"change of use. ti of (e) ground floor tenant space  for new restaurant. the scope of work to include new bar, new kitchen and equipment, new mezzanine, new finishes and new lighting.  maher na",complete,2017-11-30,2018-01-05,2018-11-20,2020-12-20,500000,680000,retail sales,food/beverage hndlng,constr_type_1,Financial District/South Beach,94105,1488793458558,San Francisco,CA,TRUE,180000,2018,Jan,2018,Nov,319,0,36,1080
201711305111,otc alterations permit,680,Folsom,St,"change of use. ti of (e) ground floor tenant space  for new restaurant. the scope of work to include new bar, new kitchen and equipment, new mezzanine, new finishes and new lighting.  maher na",complete,2017-11-30,2018-01-05,2018-11-20,2020-12-20,500000,680000,retail sales,food/beverage hndlng,constr_type_1,Financial District/South Beach,94105,1488794489633,San Francisco,CA,TRUE,180000,2018,Jan,2018,Nov,319,0,36,1080
201810032122,otc alterations permit,711,Van Ness,Av,"suite 220: convert (e) 6500sf office space into new eye surgery center. 2 stsandor or's, 8 pre-op/recovery rooms, yag room, surgery center support spaces, reception and waiting rooms. project designed to meet oshpd3 requirements and comply with cal green tier 1 standars for alterations.",complete,2018-10-03,2018-12-19,2020-02-28,2021-12-03,500000,960200,office,clinics-medic/dental,constr_type_2,Western Addition,94102,1526537379695,San Francisco,CA,TRUE,460200,2018,Dec,2020,Feb,436,2,77,1080
200508039353,additions alterations or repairs,536,28th,Av,"site permit of new addition, with 3 unit, 3 car parking garage, 3 stories over basement.",complete,2005-08-03,2007-04-25,2008-08-05,2009-04-25,480000,600000,2 family dwelling,apartments,wood_frame_5,Outer Richmond,94121,1024315102473,San Francisco,CA,TRUE,120000,2007,Apr,2008,Aug,468,1,630,731
